nickname,llm_name,primary_metaphor,tell_mechanism,his_language,her_experience,what_expert_notices,signal_strength,scope,citation,,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,She told everyone I was the problem. Meanwhile I was walking on eggshells to keep her calm.,I picture him tiptoeing around a volatile woman and feel such tenderness that I vow our home will never feel like that.,"PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,fragility-steers,"I might cancel tomorrow, I'm feeling off and I don't want you to see me like this.","I feel like I have to convince him I want to see him anyway, and I end up caretaking before I've even arrived.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,You probably think I'm a mess. It's fine. Everyone gives up on me eventually. You will too.,"He's predicted my disappointment so sadly that I'm determined to prove him wrong, and that determination quietly controls me.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Suffering-as-Currency,self-advertisement,I'm the type who loves too hard and gets hurt.,"He sounds tender, like his heart has just been mishandled.","He casts himself as the perpetual wounded one; later, his pain will outrank her complaints.",cover,pattern,self-advertisement,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Feeling-as-Moral-Credit,self-advertisement,"I feel everything so deeply, maybe too deeply.","It makes him seem soulful, like he has a bigger heart than most men.",Depth becomes exemption; she must handle his feelings before her own.,cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Fragility-as-Control,self-advertisement,"I've just been through a lot, I'm sensitive.",I want to be gentle with him because he seems bruised by life.,"Sensitivity becomes a steering device; later, accountability feels like hurting someone already hurt.",cover,pattern,self-advertisement,emotional-manipulation;playing-victim;guilt-obligation,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Martyrdom-as-Leverage,self-advertisement,I always put everyone else first.,"He sounds selfless, like he gives more than he gets.","He claims martyr status in advance; later, his sacrifices become debts she owes.",cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Forgiveness-as-Moral-High-Ground,self-advertisement,"I'm too forgiving, that's my problem.","He seems kind, like he doesn't harden even after being hurt.","He frames himself as morally superior and wronged; later, resentment hides behind forgiveness.",cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Self-as-Perpetual-Victim,self-advertisement,I'm a soft person in a hard world.,It makes me want to protect him from people who don't understand him.,He makes the world the aggressor and himself the innocent; she is recruited as protector.,cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Care-as-Burden,self-advertisement,I care more than people know what to do with.,"It sounds sweet and sad, like others failed to value him.","He converts excessive need into proof of goodness; later, she must manage the weight of his care.",cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Self-Blame-as-Centering,self-advertisement,I blame myself even when things aren't my fault.,"He sounds humble and wounded, not defensive.","He is still keeping himself central; later, accountability becomes another scene about his pain.",cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Endurance-as-Love,self-advertisement,I'm the person who stays even when people don't deserve it.,"He sounds loyal in a rare, almost heroic way.","Staying becomes moral superiority; later, she must feel guilty for not matching his endurance.",cover,pattern,self-advertisement,emotional-manipulation;guilt-obligation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Injury-as-Obligation,self-advertisement,I'm careful with my heart because it's been used before.,"I feel trusted when he lets me close, like I need to be worthy of it.",His injury becomes an obligation she must work around indefinitely.,cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Pain-as-Authority,self-advertisement,I understand pain better than most people.,"He seems deep and compassionate, like he won't dismiss mine.","His pain becomes the reference point; later, her suffering may be minimized beside his.",cover,pattern,self-advertisement,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Abandonment-as-Duty,self-advertisement,"I'm not dramatic, I just feel abandoned easily.","He sounds self-aware and honest, like he's naming a tender spot.",He preloads her with responsibility for preventing his abandonment feelings.,cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Generosity-as-Grievance,self-advertisement,I give people chances long after I should stop.,"He sounds patient and generous, like he believes in people.","His claimed generosity becomes evidence that others wrong him, never that he needs boundaries.",cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Goodness-as-Shield,self-advertisement,"I have a big heart, and it's gotten me punished.","It makes me sad for him, like goodness has cost him too much.","His goodness is made unquestionable; later, harm he causes is filtered through his wounded heart.",cover,pattern,self-advertisement,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Rescuer-as-Victim,self-advertisement,I'm the one people call when they need saving.,He sounds dependable and emotionally available.,"He positions himself as savior and martyr; later, she is expected to save him back.",cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Kindness-as-Endless-Debt,self-advertisement,"I don't ask for much, just a little kindness.",He sounds modest and easy to care for.,A little kindness can expand into endless emotional accommodation because he is always wounded.,cover,pattern,self-advertisement,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Tone-as-Threat,self-advertisement,I'm sensitive to tone because I've heard cruelty in soft voices.,It makes me want to speak gently and prove I'm different.,"Tone becomes a control point; later, any firmness can be reframed as cruelty.",cover,pattern,self-advertisement,emotional-manipulation;guilt-obligation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Unequal-Love-Claim,self-advertisement,I love people harder than they love me back.,It makes me want to love him well enough that he finally feels chosen.,He sets up a permanent imbalance where she must prove she is not another under-loving person.,cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Fear-as-Assignment,self-advertisement,I'm still learning not to expect people to leave.,"He sounds vulnerable, and I want to show him he can trust me.",His fear becomes her job; limits or distance can be cast as confirming his wound.,cover,pattern,self-advertisement,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"Vulnerable/victim narcissist, self-advertisement",Wound-as-Identity,self-advertisement,"I'm a wounded person, but I still choose love.","It sounds brave and beautiful, like he hasn't given up.",Woundedness becomes identity and moral credit; she must treat him as brave even when he drains her.,cover,pattern,self-advertisement,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"Vulnerable/victim narcissist, target-search",Caretake-Hunt,target-search,"I want someone kind who actually listens, who can handle the heavy stuff.","He's emotionally open and wants a partner who can hold space for him, which is so rare in a guy. I'm a good listener and I care deeply.","He is hunting a caretaker who will absorb his endless wounds. His pain is infinite and she will be expected to listen and comfort and never burn out, while her own hard things are minimized.",cover,pattern,target-search,,Caregiver
Pity-Party Parker,"Vulnerable/victim narcissist, target-search",Patience-Exploitation,target-search,"I want a partner who's patient and understanding, who doesn't get frustrated when I'm having a rough time.","He's honest that he has hard days and wants someone who won't punish him for it, which is mature. I want to be the one who understands him.","He is selecting for someone who will tolerate his volatility without complaint. He will have rough times constantly, and her frustration will be framed as impatience, not his behavior being exhausting.",cover,pattern,target-search,,Caregiver
